Country	Location	Measure	Year	Unit	Value
New_Zealand	NZL	Life_expectancy_at_birth_total	2012	Years	81.2
New_Zealand	NZL	Life_expectancy_at_birth_total	2013	Years	81.4
Norway	NOR	Infant_mortality	2011	Deaths_per_1_000_live_births	2.4
Norway	NOR	Infant_mortality	2012	Deaths_per_1_000_live_births	2.5
Norway	NOR	Infant_mortality	2013	Deaths_per_1_000_live_births	2.4
Norway	NOR	Population_levels	2011	Inhabitants	4953
Norway	NOR	Population_levels	2012	Inhabitants	5019
Norway	NOR	Population_levels	2013	Inhabitants	5080
Norway	NOR	Population_levels	2014	Inhabitants	5137
Norway	NOR	Total_fertility_rates	2011	Children	1.88
Norway	NOR	Total_fertility_rates	2012	Children	1.85
Norway	NOR	Total_fertility_rates	2013	Children	1.78
Norway	NOR	Total_fertility_rates	2014	Children	1.76
Norway	NOR	GDP_per_capita	2011	US_Dollar	62737.796
Norway	NOR	GDP_per_capita	2012	US_Dollar	65394.271
Norway	NOR	GDP_per_capita	2013	US_Dollar	66812.216
Norway	NOR	GDP_per_capita	2014	US_Dollar	65705.166
Norway	NOR	Gross_national_income_per_capita	2011	US_Dollar	63328.013
Norway	NOR	Gross_national_income_per_capita	2012	US_Dollar	65932.296
Norway	NOR	Gross_national_income_per_capita	2013	US_Dollar	67491.165
Norway	NOR	Gross_national_income_per_capita	2014	US_Dollar	67100.407
Norway	NOR	Real_household_disposable_income	2011	Growth_rate	4.0865677
Norway	NOR	Real_household_disposable_income	2012	Growth_rate	4.4339646
Norway	NOR	Real_household_disposable_income	2013	Growth_rate	3.7811137
Norway	NOR	Real_household_disposable_income	2014	Growth_rate	3.1233776
Norway	NOR	Household_net_saving_rates	2011	Percentage	5.8016863
Norway	NOR	Household_net_saving_rates	2012	Percentage	7.1248232
Norway	NOR	Household_net_saving_rates	2013	Percentage	7.5940885
Norway	NOR	Household_net_saving_rates	2014	Percentage	8.4849849
Norway	NOR	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.25
Norway	NOR	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.253
Norway	NOR	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.093
Norway	NOR	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.097
Norway	NOR	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	6.1
Norway	NOR	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	6.2
Norway	NOR	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	3.7
Norway	NOR	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	3.8
Norway	NOR	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	3
Norway	NOR	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	3
Norway	NOR	Total_tax_revenue	2011	Percentage	42.51
Norway	NOR	Total_tax_revenue	2012	Percentage	42.207
Norway	NOR	Taxes_on_income_and_profits	2011	Percentage	20.543
Norway	NOR	Taxes_on_income_and_profits	2012	Percentage	20.264
Norway	NOR	Taxes_on_goods_and_services	2011	Percentage	11.269
Norway	NOR	Taxes_on_goods_and_services	2012	Percentage	11.126
Norway	NOR	Taxes_on_the_average_worker	2011	Percentage	37.57
Norway	NOR	Taxes_on_the_average_worker	2012	Percentage	37.401
Norway	NOR	Taxes_on_the_average_worker	2013	Percentage	37.339
Norway	NOR	Taxes_on_the_average_worker	2014	Percentage	37.018
Norway	NOR	Life_expectancy_at_birth_total	2011	Years	81.4
Norway	NOR	Life_expectancy_at_birth_total	2012	Years	81.5
Norway	NOR	Life_expectancy_at_birth_total	2013	Years	81.8
Portugal	PRT	Infant_mortality	2011	Deaths_per_1_000_live_births	3.1
Portugal	PRT	Infant_mortality	2012	Deaths_per_1_000_live_births	3.4
Portugal	PRT	Infant_mortality	2013	Deaths_per_1_000_live_births	2.9
Portugal	PRT	Population_levels	2011	Inhabitants	10557.56
Portugal	PRT	Population_levels	2012	Inhabitants	10514.84
Portugal	PRT	Population_levels	2013	Inhabitants	10457.29
Portugal	PRT	Population_levels	2014	Inhabitants	10418.63
Portugal	PRT	Total_fertility_rates	2011	Children	1.35
Portugal	PRT	Total_fertility_rates	2012	Children	1.28
Portugal	PRT	Total_fertility_rates	2013	Children	1.21
Portugal	PRT	GDP_per_capita	2011	US_Dollar	26932.32
Portugal	PRT	GDP_per_capita	2012	US_Dollar	27125.28
Portugal	PRT	GDP_per_capita	2013	US_Dollar	27929.923
Portugal	PRT	GDP_per_capita	2014	US_Dollar	28759.888
Portugal	PRT	Gross_national_income_per_capita	2011	US_Dollar	26413.418
Portugal	PRT	Gross_national_income_per_capita	2012	US_Dollar	26467.855
Portugal	PRT	Gross_national_income_per_capita	2013	US_Dollar	27553.505
Portugal	PRT	Gross_national_income_per_capita	2014	US_Dollar	28373.961
Portugal	PRT	Real_household_disposable_income	2011	Growth_rate	-5.6299775
Portugal	PRT	Real_household_disposable_income	2012	Growth_rate	-5.1472225
Portugal	PRT	Real_household_disposable_income	2013	Growth_rate	-0.85983165
Portugal	PRT	Real_household_disposable_income	2014	Growth_rate	0.10702838
Portugal	PRT	Household_net_saving_rates	2011	Percentage	-0.92476289
Portugal	PRT	Household_net_saving_rates	2012	Percentage	-0.46263157
Portugal	PRT	Household_net_saving_rates	2013	Percentage	-0.23950439
Portugal	PRT	Household_net_saving_rates	2014	Percentage	-2.3297474
Portugal	PRT	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.341
Portugal	PRT	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.341
Portugal	PRT	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.116
Portugal	PRT	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.131
Portugal	PRT	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	9.8
Portugal	PRT	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	10.6
Portugal	PRT	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	5.8
Portugal	PRT	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	6
Portugal	PRT	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	4.6
Portugal	PRT	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	4.7
Portugal	PRT	Total_tax_revenue	2011	Percentage	33.002
Portugal	PRT	Total_tax_revenue	2012	Percentage	32.484
Portugal	PRT	Taxes_on_income_and_profits	2011	Percentage	9.371
Portugal	PRT	Taxes_on_income_and_profits	2012	Percentage	8.732
Portugal	PRT	Taxes_on_goods_and_services	2011	Percentage	12.926
Portugal	PRT	Taxes_on_goods_and_services	2012	Percentage	13.149
Portugal	PRT	Taxes_on_the_average_worker	2011	Percentage	38.001
Portugal	PRT	Taxes_on_the_average_worker	2012	Percentage	37.601
Portugal	PRT	Taxes_on_the_average_worker	2013	Percentage	41.366
Portugal	PRT	Taxes_on_the_average_worker	2014	Percentage	41.219
Portugal	PRT	Life_expectancy_at_birth_total	2011	Years	80.6
Portugal	PRT	Life_expectancy_at_birth_total	2012	Years	80.5
Portugal	PRT	Life_expectancy_at_birth_total	2013	Years	80.8
Sweden	SWE	Obesity_rate_among_the_adult_population	2011	Percentage	11
Sweden	SWE	Infant_mortality	2011	Deaths_per_1_000_live_births	2.1
Sweden	SWE	Infant_mortality	2012	Deaths_per_1_000_live_births	2.6
Sweden	SWE	Infant_mortality	2013	Deaths_per_1_000_live_births	2.7
Sweden	SWE	Population_levels	2011	Inhabitants	9449.212
Sweden	SWE	Population_levels	2012	Inhabitants	9519.374
Sweden	SWE	Population_levels	2013	Inhabitants	9609
Sweden	SWE	Population_levels	2014	Inhabitants	9698
Sweden	SWE	Total_fertility_rates	2011	Children	1.9
Sweden	SWE	Total_fertility_rates	2012	Children	1.91
Sweden	SWE	Total_fertility_rates	2013	Children	1.89
Sweden	SWE	Total_fertility_rates	2014	Children	1.91
Sweden	SWE	GDP_per_capita	2011	US_Dollar	43709.273
Sweden	SWE	GDP_per_capita	2012	US_Dollar	44433.606
Sweden	SWE	GDP_per_capita	2013	US_Dollar	45067.338
Sweden	SWE	GDP_per_capita	2014	US_Dollar	45297.814
Sweden	SWE	Gross_national_income_per_capita	2011	US_Dollar	45015.67
Sweden	SWE	Gross_national_income_per_capita	2012	US_Dollar	45880.834
Sweden	SWE	Gross_national_income_per_capita	2013	US_Dollar	46284.161
Sweden	SWE	Gross_national_income_per_capita	2014	US_Dollar	46645.847
Sweden	SWE	Real_household_disposable_income	2011	Growth_rate	4.1331444
Sweden	SWE	Real_household_disposable_income	2012	Growth_rate	3.7721169
Sweden	SWE	Real_household_disposable_income	2013	Growth_rate	1.7424728
Sweden	SWE	Real_household_disposable_income	2014	Growth_rate	2.1666672
Sweden	SWE	Household_net_saving_rates	2011	Percentage	12.727834
Sweden	SWE	Household_net_saving_rates	2012	Percentage	15.315916
Sweden	SWE	Household_net_saving_rates	2013	Percentage	15.067997
Sweden	SWE	Household_net_saving_rates	2014	Percentage	15.277281
Sweden	SWE	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.273
Sweden	SWE	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.274
Sweden	SWE	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.097
Sweden	SWE	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.092
Sweden	SWE	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	6.3
Sweden	SWE	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	6.3
Sweden	SWE	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	4.1
Sweden	SWE	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	4.1
Sweden	SWE	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	3.4
Sweden	SWE	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	3.3
Sweden	SWE	Total_tax_revenue	2011	Percentage	44.185
Sweden	SWE	Total_tax_revenue	2012	Percentage	44.305
Sweden	SWE	Taxes_on_income_and_profits	2011	Percentage	15.456
Sweden	SWE	Taxes_on_income_and_profits	2012	Percentage	15.483
Sweden	SWE	Taxes_on_goods_and_services	2011	Percentage	12.925
Sweden	SWE	Taxes_on_goods_and_services	2012	Percentage	12.766
Sweden	SWE	Taxes_on_the_average_worker	2011	Percentage	42.814
Sweden	SWE	Taxes_on_the_average_worker	2012	Percentage	42.855
Sweden	SWE	Taxes_on_the_average_worker	2013	Percentage	43.011
Sweden	SWE	Taxes_on_the_average_worker	2014	Percentage	42.461
Sweden	SWE	Life_expectancy_at_birth_total	2011	Years	81.9
Sweden	SWE	Life_expectancy_at_birth_total	2012	Years	81.8
Sweden	SWE	Life_expectancy_at_birth_total	2013	Years	82
Switzerland	CHE	Infant_mortality	2011	Deaths_per_1_000_live_births	3.8
Switzerland	CHE	Infant_mortality	2012	Deaths_per_1_000_live_births	3.6
Switzerland	CHE	Infant_mortality	2013	Deaths_per_1_000_live_births	3.9
Switzerland	CHE	Population_levels	2011	Inhabitants	7912.398
Switzerland	CHE	Population_levels	2012	Inhabitants	7955.211
Switzerland	CHE	Population_levels	2013	Inhabitants	8017.946
Switzerland	CHE	Population_levels	2014	Inhabitants	8074.925
Switzerland	CHE	Total_fertility_rates	2011	Children	1.52
Switzerland	CHE	Total_fertility_rates	2012	Children	1.53
Switzerland	CHE	Total_fertility_rates	2013	Children	1.52
Switzerland	CHE	GDP_per_capita	2011	US_Dollar	54550.693
Switzerland	CHE	GDP_per_capita	2012	US_Dollar	57205.371
Switzerland	CHE	GDP_per_capita	2013	US_Dollar	59351.412
Switzerland	CHE	GDP_per_capita	2014	US_Dollar	59535.812
Switzerland	CHE	Gross_national_income_per_capita	2011	US_Dollar	55078.658
Switzerland	CHE	Gross_national_income_per_capita	2012	US_Dollar	58471.767
Switzerland	CHE	Gross_national_income_per_capita	2013	US_Dollar	60464.801
Switzerland	CHE	Real_household_disposable_income	2011	Growth_rate	1.6873181
Switzerland	CHE	Real_household_disposable_income	2012	Growth_rate	3.9613137
Switzerland	CHE	Real_household_disposable_income	2013	Growth_rate	3.214193
Switzerland	CHE	Household_net_saving_rates	2011	Percentage	17.837216
Switzerland	CHE	Household_net_saving_rates	2012	Percentage	18.473794
Switzerland	CHE	Household_net_saving_rates	2013	Percentage	19.025552
Switzerland	CHE	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.289
Switzerland	CHE	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.285
Switzerland	CHE	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.07
Switzerland	CHE	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.062
Switzerland	CHE	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	6.9
Switzerland	CHE	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	6.7
Switzerland	CHE	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	4.4
Switzerland	CHE	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	4.3
Switzerland	CHE	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	3.7
Switzerland	CHE	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	3.5
Switzerland	CHE	Total_tax_revenue	2011	Percentage	28.553
Switzerland	CHE	Total_tax_revenue	2012	Percentage	28.173
Switzerland	CHE	Taxes_on_income_and_profits	2011	Percentage	13.172
Switzerland	CHE	Taxes_on_income_and_profits	2012	Percentage	12.994
Switzerland	CHE	Taxes_on_goods_and_services	2011	Percentage	6.359
Switzerland	CHE	Taxes_on_goods_and_services	2012	Percentage	6.105
Switzerland	CHE	Taxes_on_the_average_worker	2011	Percentage	22.349
Switzerland	CHE	Taxes_on_the_average_worker	2012	Percentage	22.111
Switzerland	CHE	Taxes_on_the_average_worker	2013	Percentage	22.148
Switzerland	CHE	Taxes_on_the_average_worker	2014	Percentage	22.245
Switzerland	CHE	Life_expectancy_at_birth_total	2011	Years	82.8
Switzerland	CHE	Life_expectancy_at_birth_total	2012	Years	82.8
Switzerland	CHE	Life_expectancy_at_birth_total	2013	Years	82.9
United_Kingdom	GBR	Obesity_rate_among_the_adult_population	2011	Percentage	24.8
United_Kingdom	GBR	Infant_mortality	2011	Deaths_per_1_000_live_births	4.2
United_Kingdom	GBR	Infant_mortality	2012	Deaths_per_1_000_live_births	4.1
United_Kingdom	GBR	Infant_mortality	2013	Deaths_per_1_000_live_births	3.8
United_Kingdom	GBR	Population_levels	2011	Inhabitants	62435.2
United_Kingdom	GBR	Population_levels	2012	Inhabitants	62858.8
United_Kingdom	GBR	Population_levels	2013	Inhabitants	63237.94
United_Kingdom	GBR	Population_levels	2014	Inhabitants	63650.01
United_Kingdom	GBR	Total_fertility_rates	2011	Children	1.91
United_Kingdom	GBR	Total_fertility_rates	2012	Children	1.92
United_Kingdom	GBR	Total_fertility_rates	2013	Children	1.83
United_Kingdom	GBR	GDP_per_capita	2011	US_Dollar	36575.083
United_Kingdom	GBR	GDP_per_capita	2012	US_Dollar	37566.557
United_Kingdom	GBR	GDP_per_capita	2013	US_Dollar	39124.81
United_Kingdom	GBR	GDP_per_capita	2014	US_Dollar	40227.227
United_Kingdom	GBR	Gross_national_income_per_capita	2011	US_Dollar	37037.748
United_Kingdom	GBR	Gross_national_income_per_capita	2012	US_Dollar	37591.373
United_Kingdom	GBR	Gross_national_income_per_capita	2013	US_Dollar	38745.255
United_Kingdom	GBR	Gross_national_income_per_capita	2014	US_Dollar	39476.732
United_Kingdom	GBR	Real_household_disposable_income	2011	Growth_rate	-2.0753665
United_Kingdom	GBR	Real_household_disposable_income	2012	Growth_rate	2.6017796
United_Kingdom	GBR	Real_household_disposable_income	2013	Growth_rate	-1.0680037
United_Kingdom	GBR	Real_household_disposable_income	2014	Growth_rate	-0.80481296
United_Kingdom	GBR	Household_net_saving_rates	2011	Percentage	3.3570447
United_Kingdom	GBR	Household_net_saving_rates	2012	Percentage	2.9359577
United_Kingdom	GBR	Household_net_saving_rates	2013	Percentage	-0.05144106
United_Kingdom	GBR	Household_net_saving_rates	2014	Percentage	-1.9096277
United_Kingdom	GBR	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.344
United_Kingdom	GBR	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.351
United_Kingdom	GBR	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.092
United_Kingdom	GBR	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.098
United_Kingdom	GBR	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	9.6
United_Kingdom	GBR	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	10.5
United_Kingdom	GBR	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	5.6
United_Kingdom	GBR	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	5.9
United_Kingdom	GBR	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	4
United_Kingdom	GBR	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	4.2
United_Kingdom	GBR	Total_tax_revenue	2011	Percentage	35.747
United_Kingdom	GBR	Total_tax_revenue	2012	Percentage	35.245
United_Kingdom	GBR	Taxes_on_income_and_profits	2011	Percentage	13.152
United_Kingdom	GBR	Taxes_on_income_and_profits	2012	Percentage	12.57
United_Kingdom	GBR	Taxes_on_goods_and_services	2011	Percentage	11.549
United_Kingdom	GBR	Taxes_on_goods_and_services	2012	Percentage	11.567
United_Kingdom	GBR	Taxes_on_the_average_worker	2011	Percentage	32.457
United_Kingdom	GBR	Taxes_on_the_average_worker	2012	Percentage	32.095
United_Kingdom	GBR	Taxes_on_the_average_worker	2013	Percentage	31.36
United_Kingdom	GBR	Taxes_on_the_average_worker	2014	Percentage	31.094
United_Kingdom	GBR	Life_expectancy_at_birth_total	2011	Years	81
United_Kingdom	GBR	Life_expectancy_at_birth_total	2012	Years	81
United_Kingdom	GBR	Life_expectancy_at_birth_total	2013	Years	81.1
United_States	USA	Infant_mortality	2011	Deaths_per_1_000_live_births	6.1
United_States	USA	Infant_mortality	2012	Deaths_per_1_000_live_births	6
United_States	USA	Population_levels	2011	Inhabitants	311721.6
United_States	USA	Population_levels	2012	Inhabitants	314112.1
United_States	USA	Population_levels	2013	Inhabitants	316497.5
United_States	USA	Population_levels	2014	Inhabitants	318857.1
United_States	USA	Total_fertility_rates	2011	Children	1.89
United_States	USA	Total_fertility_rates	2012	Children	1.88
United_States	USA	Total_fertility_rates	2013	Children	1.86
United_States	USA	GDP_per_capita	2011	US_Dollar	49709.538
United_States	USA	GDP_per_capita	2012	US_Dollar	51368.223
United_States	USA	GDP_per_capita	2013	US_Dollar	52591.883
United_States	USA	GDP_per_capita	2014	US_Dollar	54353.192
United_States	USA	Gross_national_income_per_capita	2011	US_Dollar	50622.407
United_States	USA	Gross_national_income_per_capita	2012	US_Dollar	52769.911
United_States	USA	Gross_national_income_per_capita	2013	US_Dollar	53942.734
United_States	USA	Gross_national_income_per_capita	2014	US_Dollar	55841.872
United_States	USA	Real_household_disposable_income	2011	Growth_rate	2.7137152
United_States	USA	Real_household_disposable_income	2012	Growth_rate	3.2895522
United_States	USA	Real_household_disposable_income	2013	Growth_rate	-1.4728235
United_States	USA	Real_household_disposable_income	2014	Growth_rate	2.7411722
United_States	USA	Household_net_saving_rates	2011	Percentage	6.2292752
United_States	USA	Household_net_saving_rates	2012	Percentage	7.8909421
United_States	USA	Household_net_saving_rates	2013	Percentage	4.923136
United_States	USA	Household_net_saving_rates	2014	Percentage	4.9671234
United_States	USA	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.389
United_States	USA	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.389
United_States	USA	Income_inequality_Gini_coefficient,_level,_late_2000s	2013	0-1_scale	0.401
United_States	USA	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.154
United_States	USA	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.158
United_States	USA	Poverty_rate_50%_of_children_(age_0-17)	2013	Ratio	0.16
United_States	USA	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	16.6
United_States	USA	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	16.5
United_States	USA	Income_inequality_Gini_coefficient,_rank,_late_2000s	2013	0-1_scale	18.8
United_States	USA	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	8.2
United_States	USA	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	8.2
United_States	USA	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2013	Interdecile_ratio_P90_P10	8.7
United_States	USA	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	6.1
United_States	USA	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	6.2
United_States	USA	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2013	Number	6.2
United_States	USA	Total_tax_revenue	2011	Percentage	24.005
United_States	USA	Total_tax_revenue	2012	Percentage	24.347
United_States	USA	Taxes_on_income_and_profits	2011	Percentage	11.163
United_States	USA	Taxes_on_income_and_profits	2012	Percentage	11.609
United_States	USA	Taxes_on_goods_and_services	2011	Percentage	4.392
United_States	USA	Taxes_on_goods_and_services	2012	Percentage	4.35
United_States	USA	Taxes_on_the_average_worker	2011	Percentage	29.663
United_States	USA	Taxes_on_the_average_worker	2012	Percentage	29.766
United_States	USA	Taxes_on_the_average_worker	2013	Percentage	31.429
United_States	USA	Taxes_on_the_average_worker	2014	Percentage	31.54
United_States	USA	Life_expectancy_at_birth_total	2011	Years	78.7
United_States	USA	Life_expectancy_at_birth_total	2012	Years	78.8
United_States	USA	Life_expectancy_at_birth_total	2013	Years	78.8
Israel	ISR	Infant_mortality	2011	Deaths_per_1_000_live_births	3.5
Israel	ISR	Infant_mortality	2012	Deaths_per_1_000_live_births	3.6
Israel	ISR	Infant_mortality	2013	Deaths_per_1_000_live_births	3.1
Israel	ISR	Population_levels	2011	Inhabitants	7765.8
Israel	ISR	Population_levels	2012	Inhabitants	7910.5
Israel	ISR	Population_levels	2013	Inhabitants	8059.456
Israel	ISR	Population_levels	2014	Inhabitants	8186.22
Israel	ISR	Total_fertility_rates	2011	Children	3
Israel	ISR	Total_fertility_rates	2012	Children	3.05
Israel	ISR	Total_fertility_rates	2013	Children	3.03
Israel	ISR	GDP_per_capita	2011	US_Dollar	30584.882
Israel	ISR	GDP_per_capita	2012	US_Dollar	32006.958
Israel	ISR	GDP_per_capita	2013	US_Dollar	33396.615
Israel	ISR	GDP_per_capita	2014	US_Dollar	33718.21
Israel	ISR	Gross_national_income_per_capita	2011	US_Dollar	30183.786
Israel	ISR	Gross_national_income_per_capita	2012	US_Dollar	31151.057
Israel	ISR	Gross_national_income_per_capita	2013	US_Dollar	32734.647
Israel	ISR	Gross_national_income_per_capita	2014	US_Dollar	33313.995
Israel	ISR	Real_household_disposable_income	2012	Growth_rate	-4.870161056
Israel	ISR	Income_inequality_Gini_coefficient,_level,_late_2000s	2011	0-1_scale	0.377
Israel	ISR	Income_inequality_Gini_coefficient,_level,_late_2000s	2012	0-1_scale	0.371
Israel	ISR	Income_inequality_Gini_coefficient,_level,_late_2000s	2013	0-1_scale	0.36
Israel	ISR	Poverty_rate_50%_of_children_(age_0-17)	2011	Ratio	0.166
Israel	ISR	Poverty_rate_50%_of_children_(age_0-17)	2012	Ratio	0.147
Israel	ISR	Poverty_rate_50%_of_children_(age_0-17)	2013	Ratio	0.145
Israel	ISR	Income_inequality_Gini_coefficient,_rank,_late_2000s	2011	0-1_scale	12.5
Israel	ISR	Income_inequality_Gini_coefficient,_rank,_late_2000s	2012	0-1_scale	13.7
Israel	ISR	Income_inequality_Gini_coefficient,_rank,_late_2000s	2013	0-1_scale	14.9
Israel	ISR	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2011	Interdecile_ratio_P90_P10	7.4
Israel	ISR	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2012	Interdecile_ratio_P90_P10	7.5
Israel	ISR	Income_inequality_interdecile_ratio_P90_P10,_level,_late_2000s	2013	Interdecile_ratio_P90_P10	7.6
Israel	ISR	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2011	Number	6.2
Israel	ISR	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2012	Number	6.1
Israel	ISR	Income_inequality_interdecile_ratio_P90_P10,_rank,_late_2000s	2013	Number	5.9
Israel	ISR	Total_tax_revenue	2011	Percentage	32.596
Israel	ISR	Total_tax_revenue	2012	Percentage	31.578
Israel	ISR	Taxes_on_income_and_profits	2011	Percentage	9.767
Israel	ISR	Taxes_on_income_and_profits	2012	Percentage	9.659
Israel	ISR	Taxes_on_goods_and_services	2011	Percentage	12.909
Israel	ISR	Taxes_on_goods_and_services	2012	Percentage	12.407
Israel	ISR	Taxes_on_the_average_worker	2011	Percentage	20.785
Israel	ISR	Taxes_on_the_average_worker	2012	Percentage	20.392
Israel	ISR	Taxes_on_the_average_worker	2013	Percentage	20.351
Israel	ISR	Taxes_on_the_average_worker	2014	Percentage	20.549
Israel	ISR	Life_expectancy_at_birth_total	2011	Years	81.7
Israel	ISR	Life_expectancy_at_birth_total	2012	Years	81.8
Israel	ISR	Life_expectancy_at_birth_total	2013	Years	82.1
New_Zealand	NZL	Household_net_saving_rates	2011	Percentage	2.5992714
New_Zealand	NZL	Household_net_saving_rates	2012	Percentage	2.3558734
New_Zealand	NZL	Household_net_saving_rates	2013	Percentage	2.0983886
